championName,championId,Win,Lose,vs아트록스(승),vs아트록스(패),vs아리(승),vs아리(패),vs아칼리(승),vs아칼리(패),vs아크샨(승),vs아크샨(패),vs알리스타(승),vs알리스타(패),vs아무무(승),vs아무무(패),vs애니비아(승),vs애니비아(패),vs애니(승),vs애니(패),vs아펠리오스(승),vs아펠리오스(패),vs애쉬(승),vs애쉬(패),vs아우렐리온 솔(승),vs아우렐리온 솔(패),vs아지르(승),vs아지르(패),vs바드(승),vs바드(패),vs벨베스(승),vs벨베스(패),vs블리츠크랭크(승),vs블리츠크랭크(패),vs브랜드(승),vs브랜드(패),vs브라움(승),vs브라움(패),vs케이틀린(승),vs케이틀린(패),vs카밀(승),vs카밀(패),vs카시오페아(승),vs카시오페아(패),vs초가스(승),vs초가스(패),vs코르키(승),vs코르키(패),vs다리우스(승),vs다리우스(패),vs다이애나(승),vs다이애나(패),vs드레이븐(승),vs드레이븐(패),vs문도 박사(승),vs문도 박사(패),vs에코(승),vs에코(패),vs엘리스(승),vs엘리스(패),vs이블린(승),vs이블린(패),vs이즈리얼(승),vs이즈리얼(패),vs피들스틱(승),vs피들스틱(패),vs피오라(승),vs피오라(패),vs피즈(승),vs피즈(패),vs갈리오(승),vs갈리오(패),vs갱플랭크(승),vs갱플랭크(패),vs가렌(승),vs가렌(패),vs나르(승),vs나르(패),vs그라가스(승),vs그라가스(패),vs그레이브즈(승),vs그레이브즈(패),vs그웬(승),vs그웬(패),vs헤카림(승),vs헤카림(패),vs하이머딩거(승),vs하이머딩거(패),vs일라오이(승),vs일라오이(패),vs이렐리아(승),vs이렐리아(패),vs아이번(승),vs아이번(패),vs잔나(승),vs잔나(패),vs자르반 4세(승),vs자르반 4세(패),vs잭스(승),vs잭스(패),vs제이스(승),vs제이스(패),vs진(승),vs진(패),vs징크스(승),vs징크스(패),vs카이사(승),vs카이사(패),vs칼리스타(승),vs칼리스타(패),vs카르마(승),vs카르마(패),vs카서스(승),vs카서스(패),vs카사딘(승),vs카사딘(패),vs카타리나(승),vs카타리나(패),vs케일(승),vs케일(패),vs케인(승),vs케인(패),vs케넨(승),vs케넨(패),vs카직스(승),vs카직스(패),vs킨드레드(승),vs킨드레드(패),vs클레드(승),vs클레드(패),vs코그모(승),vs코그모(패),vs르블랑(승),vs르블랑(패),vs리 신(승),vs리 신(패),vs레오나(승),vs레오나(패),vs릴리아(승),vs릴리아(패),vs리산드라(승),vs리산드라(패),vs루시안(승),vs루시안(패),vs룰루(승),vs룰루(패),vs럭스(승),vs럭스(패),vs말파이트(승),vs말파이트(패),vs말자하(승),vs말자하(패),vs마오카이(승),vs마오카이(패),vs마스터 이(승),vs마스터 이(패),vs미스포츈(승),vs미스포츈(패),vs오공(승),vs오공(패),vs모데카이저(승),vs모데카이저(패),vs모르가나(승),vs모르가나(패),vs나미(승),vs나미(패),vs나서스(승),vs나서스(패),vs노틸러스(승),vs노틸러스(패),vs니코(승),vs니코(패),vs니달리(승),vs니달리(패),vs닐라(승),vs닐라(패),vs녹턴(승),vs녹턴(패),vs누누와 윌럼프(승),vs누누와 윌럼프(패),vs올라프(승),vs올라프(패),vs오리아나(승),vs오리아나(패),vs오른(승),vs오른(패),vs판테온(승),vs판테온(패),vs뽀삐(승),vs뽀삐(패),vs파이크(승),vs파이크(패),vs키아나(승),vs키아나(패),vs퀸(승),vs퀸(패),vs라칸(승),vs라칸(패),vs람머스(승),vs람머스(패),vs렉사이(승),vs렉사이(패),vs렐(승),vs렐(패),vs레타나 글라스크(승),vs레타나 글라스크(패),vs레넥톤(승),vs레넥톤(패),vs렝가(승),vs렝가(패),vs리븐(승),vs리븐(패),vs럼블(승),vs럼블(패),vs라이즈(승),vs라이즈(패),vs사미라(승),vs사미라(패),vs세주아니(승),vs세주아니(패),vs세나(승),vs세나(패),vs세라핀(승),vs세라핀(패),vs세트(승),vs세트(패),vs샤코(승),vs샤코(패),vs쉔(승),vs쉔(패),vs쉬바나(승),vs쉬바나(패),vs신지드(승),vs신지드(패),vs사이온(승),vs사이온(패),vs시비르(승),vs시비르(패),vs스카너(승),vs스카너(패),vs소나(승),vs소나(패),vs소라카(승),vs소라카(패),vs스웨인(승),vs스웨인(패),vs사일러스(승),vs사일러스(패),vs신드라(승),vs신드라(패),vs탐 켄치(승),vs탐 켄치(패),vs탈리야(승),vs탈리야(패),vs탈론(승),vs탈론(패),vs타릭(승),vs타릭(패),vs티모(승),vs티모(패),vs쓰레쉬(승),vs쓰레쉬(패),vs트리스타나(승),vs트리스타나(패),vs트런들(승),vs트런들(패),vs트린다미어(승),vs트린다미어(패),vs트위스티드 페이트(승),vs트위스티드 페이트(패),vs트위치(승),vs트위치(패),vs우디르(승),vs우디르(패),vs우르곳(승),vs우르곳(패),vs바루스(승),vs바루스(패),vs베인(승),vs베인(패),vs베이가(승),vs베이가(패),vs벨코즈(승),vs벨코즈(패),vs벡스(승),vs벡스(패),vs바이(승),vs바이(패),vs비에고(승),vs비에고(패),vs빅토르(승),vs빅토르(패),vs블라디미르(승),vs블라디미르(패),vs볼리베어(승),vs볼리베어(패),vs워윅(승),vs워윅(패),vs자야(승),vs자야(패),vs제라스(승),vs제라스(패),vs신 짜오(승),vs신 짜오(패),vs야스오(승),vs야스오(패),vs요네(승),vs요네(패),vs요릭(승),vs요릭(패),vs유미(승),vs유미(패),vs자크(승),vs자크(패),vs제드(승),vs제드(패),vs제리(승),vs제리(패),vs직스(승),vs직스(패),vs질리언(승),vs질리언(패),vs조이(승),vs조이(패),vs자이라(승),vs자이라(패)
퀸,133,57,57,8,13,2,0,3,0,4,2,3,4,5,7,0,0,0,0,3,1,7,1,0,0,0,2,0,2,1,3,3,4,0,0,2,2,1,2,4,2,1,0,1,0,0,0,1,1,1,0,2,3,0,0,2,1,3,0,1,1,7,2,2,0,0,1,0,2,5,4,1,2,0,0,2,0,4,2,11,12,2,1,4,1,0,3,0,0,3,5,0,0,1,0,0,0,2,1,1,0,0,2,3,2,17,17,1,1,3,1,0,4,1,0,2,1,0,0,0,1,3,2,0,1,3,5,0,1,0,0,3,2,3,4,5,1,0,0,0,0,0,0,0,2,0,0,1,4,0,0,7,6,1,2,3,6,0,0,0,0,1,1,0,0,0,1,6,5,0,0,6,6,2,1,0,1,0,3,1,2,0,1,2,5,0,1,2,1,3,5,1,1,-1,-1,3,4,2,0,1,1,5,3,0,0,3,2,5,1,1,1,0,7,0,0,6,8,2,4,0,1,0,0,2,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,5,7,1,4,1,1,4,6,3,2,2,1,1,0,3,2,4,2,0,0,0,1,0,1,0,0,2,1,1,0,4,2,0,1,0,0,0,0,0,2,2,1,5,4,8,5,1,1,0,0,0,0,1,4,0,0,0,1,2,1,4,5,0,0,2,1,0,1,2,1,0,1,0,0,1,0,6,3,0,0
라칸,497,239,263,38,42,3,1,14,26,11,2,12,8,17,14,4,1,0,0,22,13,12,10,0,0,5,8,2,8,10,4,21,8,0,3,7,3,9,10,14,13,4,2,0,1,0,0,9,4,4,4,7,10,3,2,6,10,4,6,1,0,15,17,6,7,9,7,2,1,14,20,14,18,3,2,4,6,6,10,30,44,2,0,16,13,6,3,1,4,21,11,0,1,2,2,4,0,9,13,2,2,8,8,14,9,58,58,12,20,16,14,10,6,3,2,4,6,0,3,1,5,5,11,2,0,15,22,5,3,0,0,5,6,22,20,12,14,5,4,2,0,3,9,14,15,0,3,2,2,0,0,21,25,1,3,17,24,2,2,2,2,1,1,0,1,1,1,16,20,1,1,25,30,4,6,1,1,4,5,5,4,3,0,8,8,2,3,7,6,30,49,4,12,4,3,-1,-1,2,3,8,11,8,19,9,12,13,18,5,3,4,5,7,14,2,3,12,16,17,20,0,2,3,3,19,18,3,7,3,4,2,0,2,1,3,1,7,4,0,0,0,0,2,5,3,4,31,41,12,9,2,1,17,23,11,6,14,7,3,2,17,21,13,20,4,2,0,6,5,6,2,2,4,4,0,0,16,19,6,3,1,1,1,0,10,5,8,5,12,16,17,20,2,11,0,0,0,0,4,2,2,1,4,2,6,4,19,24,1,0,8,7,3,5,10,8,0,1,1,2,0,0,13,14,0,1
람머스,33,49,59,5,9,1,1,2,5,1,1,2,3,5,3,0,0,0,0,6,2,1,3,0,0,4,2,0,2,0,1,6,3,1,0,0,0,0,3,3,2,1,1,1,0,0,0,0,2,1,0,1,3,1,2,4,0,0,2,0,0,5,7,0,0,1,1,1,0,3,4,1,5,0,0,1,2,1,3,7,8,1,1,3,3,2,1,0,0,2,0,0,0,1,1,0,0,1,1,1,1,2,4,2,2,11,12,1,3,1,5,1,1,0,0,1,3,1,0,0,3,2,3,2,0,3,6,2,1,0,0,1,2,7,6,0,4,2,3,0,0,0,3,3,3,2,0,0,1,0,0,6,6,3,1,2,3,0,0,1,2,0,1,0,0,0,1,8,6,1,0,4,2,1,1,1,0,1,1,0,2,1,1,3,0,1,1,1,3,3,6,1,3,0,2,3,2,-1,-1,3,1,0,2,0,0,7,2,1,0,1,0,0,6,0,1,4,3,4,2,1,0,0,1,4,5,1,2,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,1,8,1,4,1,1,2,3,2,3,1,0,0,3,3,3,1,2,1,1,1,2,1,0,0,0,1,1,0,0,2,7,3,0,1,1,0,0,3,3,1,3,2,4,2,1,2,4,0,0,2,0,1,0,0,0,0,1,1,1,8,4,0,0,1,0,1,1,2,2,1,0,0,0,1,0,4,4,0,1
렉사이,421,110,124,23,20,1,1,13,9,1,2,6,6,8,10,0,0,0,0,6,3,9,3,0,0,4,5,4,1,4,6,2,5,3,0,4,3,5,10,5,5,2,2,0,1,0,0,2,0,4,5,6,6,1,1,1,4,3,4,0,0,16,5,0,1,3,5,0,0,8,10,4,9,1,1,2,9,3,8,12,19,1,1,4,5,4,2,0,0,8,6,0,0,1,0,0,3,7,4,1,1,8,5,1,4,16,23,5,7,11,6,2,2,0,0,1,6,0,0,1,1,4,6,1,0,5,9,1,1,0,0,2,3,17,20,7,3,3,1,0,0,1,3,4,3,1,4,1,0,0,0,7,13,1,2,9,12,0,2,0,1,1,2,0,1,0,0,9,13,0,1,18,11,2,5,0,2,2,0,2,3,1,3,5,6,0,3,4,5,5,12,6,3,1,1,11,8,1,3,-1,-1,7,6,2,6,4,3,6,3,0,0,13,8,1,4,3,11,7,6,0,0,1,1,6,4,2,6,2,2,0,0,1,4,0,0,6,5,1,0,0,0,3,3,0,1,11,15,1,4,1,0,4,4,3,2,0,5,2,0,8,10,1,9,0,0,1,2,4,3,2,2,2,0,1,2,8,4,0,2,1,0,1,0,4,6,3,3,12,9,10,8,3,6,1,0,0,1,2,1,0,2,0,1,3,4,7,6,0,0,3,2,2,1,6,2,0,0,1,1,0,0,8,10,0,0
렐,526,302,212,35,28,4,5,24,12,11,6,28,17,30,18,2,1,0,0,29,14,14,13,0,0,16,5,8,8,12,8,6,7,1,1,8,5,22,17,15,9,10,4,2,0,0,0,4,2,4,6,10,7,2,5,10,5,5,4,0,1,32,22,7,9,17,9,1,0,17,7,12,8,1,1,11,3,24,16,39,22,6,1,23,11,4,4,3,3,19,12,0,0,4,6,0,0,15,7,5,4,8,4,7,10,53,53,22,9,17,7,8,8,1,1,8,5,0,0,2,6,8,5,5,3,27,20,2,3,2,0,7,6,35,24,4,11,6,5,3,0,3,0,19,11,7,1,1,0,0,1,31,24,4,2,21,10,2,2,5,0,4,4,0,0,0,1,26,22,2,3,27,23,8,3,1,0,9,3,6,3,4,3,12,11,7,2,7,4,15,10,8,6,3,5,19,8,2,0,6,7,-1,-1,7,10,21,16,6,3,3,3,11,13,3,2,12,11,13,10,6,1,2,1,26,14,5,2,6,7,1,0,0,2,0,3,10,2,1,0,1,0,4,4,4,2,29,27,18,13,2,0,27,20,8,9,6,2,2,1,15,23,15,10,3,3,5,6,9,5,8,2,2,3,2,1,16,11,8,2,1,1,1,1,12,12,11,5,21,15,17,12,9,10,1,0,3,0,4,6,1,2,1,3,10,4,21,18,1,0,8,6,6,1,3,4,1,0,0,2,1,1,20,11,4,0
레타나 글라스크,888,200,187,30,31,2,1,14,13,4,4,5,6,12,16,0,0,0,0,16,13,19,21,0,0,10,5,1,4,13,4,6,2,1,1,4,5,19,23,15,8,4,2,1,1,0,1,0,3,6,4,11,6,2,0,8,3,2,4,0,1,26,14,3,2,13,12,3,1,8,6,4,4,2,1,8,4,10,8,24,27,2,2,13,14,5,2,1,1,8,13,2,3,0,2,0,0,10,8,5,5,1,6,7,8,35,27,9,10,15,6,5,11,1,2,5,7,0,1,3,1,6,6,3,5,10,16,1,1,1,1,9,4,23,20,13,3,2,4,1,4,4,6,9,16,4,4,0,1,1,0,22,26,2,5,14,12,2,0,2,1,1,3,0,3,0,0,28,24,0,3,15,11,6,5,0,1,4,6,2,7,7,3,6,8,2,5,1,4,9,10,4,2,0,0,12,9,0,0,6,2,10,7,-1,-1,8,7,6,3,2,4,13,12,4,6,14,6,11,10,0,2,2,2,14,17,1,4,4,3,0,0,1,1,1,0,3,4,0,0,0,0,5,1,1,1,30,20,8,12,2,0,18,11,3,4,2,5,1,0,17,17,5,7,2,1,3,4,5,1,2,3,0,2,0,1,16,24,1,0,0,1,1,1,8,12,7,4,18,13,8,17,9,5,0,0,1,1,3,3,0,0,3,1,9,5,15,5,1,0,6,7,3,4,10,12,1,0,0,0,3,0,14,11,0,0
레넥톤,58,336,370,52,54,3,5,29,31,8,7,18,14,23,19,4,2,1,0,34,24,12,15,0,0,16,6,8,13,15,12,13,22,4,3,6,6,32,35,18,16,12,4,5,2,0,1,7,1,7,9,12,7,5,8,5,8,11,12,0,1,27,21,6,7,8,11,3,3,15,21,16,23,1,1,12,11,17,15,54,61,4,3,20,17,5,6,1,9,15,27,2,2,1,2,3,2,13,20,4,4,14,23,6,10,65,71,17,21,21,23,9,15,0,0,10,11,0,1,4,4,11,7,2,5,27,35,5,3,4,1,6,7,36,41,14,12,12,4,5,1,9,12,22,27,11,5,2,0,0,1,36,45,2,3,22,18,2,0,1,2,2,6,1,1,1,0,34,38,1,2,23,36,1,6,1,3,4,7,8,12,1,4,36,31,5,5,11,12,23,27,11,13,2,3,18,13,2,7,3,4,16,21,7,8,-1,-1,7,10,2,4,18,16,6,7,15,21,22,24,4,5,3,4,30,31,9,4,4,6,3,0,1,3,0,1,6,7,0,0,0,0,6,6,1,5,48,50,13,19,4,0,24,27,14,12,7,7,1,2,23,27,8,20,4,2,4,1,2,2,6,8,4,6,1,2,19,30,7,8,0,4,2,1,14,23,9,6,27,33,15,18,14,9,0,1,1,4,6,4,4,2,0,1,19,14,19,20,1,0,12,19,5,4,9,11,3,2,1,0,1,1,19,25,0,1
렝가,107,108,147,6,10,4,2,5,8,3,9,6,5,8,15,1,0,1,0,6,4,6,7,0,0,1,1,5,9,3,9,8,3,1,0,1,0,10,13,5,4,4,2,1,1,0,0,0,5,5,3,4,4,0,1,5,3,1,3,0,1,13,9,3,1,10,7,0,1,8,11,5,11,1,1,3,1,1,10,16,28,2,2,4,7,4,2,0,2,5,7,1,0,2,1,1,1,11,12,2,2,7,5,0,5,23,33,5,9,10,9,2,2,0,2,4,9,0,0,1,2,2,6,0,2,6,6,0,3,0,0,4,6,15,13,2,7,2,2,1,0,3,1,7,11,3,5,0,1,0,0,8,14,1,3,7,12,1,0,0,3,1,1,0,0,0,1,11,16,0,0,12,14,2,9,0,0,2,2,5,2,1,6,3,7,2,5,7,4,9,12,1,5,1,5,3,5,0,1,3,6,3,6,3,6,10,7,-1,-1,0,5,8,6,0,1,6,14,8,7,1,0,0,1,6,13,5,2,4,0,0,1,2,2,2,1,5,5,0,0,0,0,1,3,0,2,6,8,4,10,1,1,8,11,2,2,0,2,1,0,9,11,3,5,0,1,3,4,4,2,3,1,0,1,0,0,5,6,0,0,2,1,3,2,3,2,1,6,12,10,7,8,3,4,0,0,1,1,1,3,1,1,0,1,4,2,6,12,0,0,2,6,0,4,5,3,1,0,0,1,1,0,4,11,1,0
리븐,92,85,66,14,8,1,0,3,8,2,2,4,1,4,6,0,0,0,0,5,4,4,2,0,0,1,5,4,2,3,4,5,3,0,1,2,1,5,7,4,2,0,2,0,0,0,0,3,2,5,2,4,2,0,3,4,1,2,1,0,0,11,3,0,1,2,2,0,0,3,4,6,3,0,1,1,0,5,6,13,11,0,0,7,4,3,0,0,0,5,2,1,0,0,0,0,2,4,5,0,2,2,5,3,0,16,19,6,2,3,8,4,2,0,0,2,1,0,0,0,1,0,1,1,0,7,11,2,2,0,0,1,2,8,5,3,2,2,0,1,0,3,1,9,2,1,2,0,0,0,0,4,8,2,1,5,4,0,0,2,0,4,2,0,0,0,0,5,5,1,0,7,7,0,0,0,0,3,0,2,1,2,0,4,4,3,3,0,1,6,2,5,1,1,1,5,4,0,1,0,0,3,3,4,2,4,2,5,0,-1,-1,5,5,0,0,6,6,6,5,0,1,1,0,11,7,1,0,4,1,0,0,1,0,0,2,0,2,0,0,1,0,2,1,0,1,10,8,5,1,0,1,6,6,2,1,1,3,0,0,4,6,5,2,1,0,3,1,1,2,0,1,0,0,0,0,4,5,1,0,2,0,1,0,4,5,1,1,2,2,13,1,1,3,0,0,0,0,1,1,1,0,0,1,6,1,5,7,0,0,2,2,2,1,2,0,2,0,0,0,1,0,7,4,0,0
럼블,68,261,264,34,42,2,6,18,19,7,9,8,11,9,19,2,0,0,1,27,11,6,10,0,0,12,11,8,4,4,9,12,11,3,0,6,7,25,24,15,13,8,7,0,2,1,1,4,9,8,6,9,14,3,3,5,1,7,6,0,0,30,21,1,7,11,10,5,3,14,18,7,19,3,2,7,7,14,18,30,37,0,0,11,14,8,6,0,1,14,9,1,1,3,1,3,5,13,10,2,7,9,13,5,11,39,50,14,17,17,13,11,7,1,2,6,7,0,0,2,4,9,6,5,2,16,21,4,1,0,0,12,3,32,25,12,9,4,8,3,1,3,5,22,13,8,8,0,1,1,0,33,29,2,4,13,16,0,1,1,1,3,1,1,3,0,1,29,28,1,4,25,25,4,4,2,1,3,3,5,3,5,3,9,9,8,5,9,6,9,14,8,3,7,0,14,7,6,0,8,13,13,11,12,13,16,18,6,8,5,5,-1,-1,5,3,18,14,13,12,4,2,1,0,19,18,3,8,5,4,2,0,2,4,2,2,8,7,1,0,1,0,2,7,1,7,35,42,14,18,3,4,20,27,9,7,3,5,0,1,13,22,12,13,2,1,7,7,4,4,5,2,4,2,0,0,17,22,3,4,3,2,0,0,5,7,9,11,12,13,16,18,9,6,1,0,1,1,8,5,1,2,4,2,9,8,22,12,2,1,13,11,9,3,14,13,0,1,0,1,3,1,14,13,0,2
라이즈,13,73,81,10,15,0,1,9,1,2,1,1,5,1,4,1,1,0,0,7,1,3,5,0,0,3,4,3,1,1,7,2,5,0,0,0,2,2,4,4,5,3,0,0,0,0,0,0,2,0,1,5,1,0,2,3,5,5,1,0,0,9,7,0,0,4,2,0,0,1,3,5,4,0,0,4,2,2,1,7,11,0,0,6,4,2,1,0,0,4,4,1,1,0,0,2,0,4,5,1,0,4,6,3,8,14,11,2,10,1,7,1,4,0,1,0,2,0,0,0,2,4,4,0,1,7,4,2,1,0,0,2,2,10,9,4,3,0,0,0,0,1,0,4,4,1,2,0,0,0,0,7,2,0,1,1,3,1,0,0,1,0,1,0,0,1,1,10,12,0,1,5,15,1,0,0,1,1,0,1,0,4,2,3,2,0,1,2,0,6,4,1,0,0,0,3,2,1,0,4,1,2,3,6,4,7,6,1,0,0,0,3,5,-1,-1,6,8,4,3,2,0,0,0,5,9,1,3,2,0,0,0,2,5,0,0,2,4,0,0,0,0,3,1,1,2,13,13,8,4,1,1,5,5,3,0,0,2,0,0,7,6,4,5,1,1,3,2,0,2,1,0,1,0,0,2,6,5,1,0,1,0,0,2,2,2,1,2,4,7,4,6,2,4,0,0,0,0,1,2,1,1,0,0,1,2,4,8,0,2,3,5,1,1,5,2,0,0,1,0,0,0,3,8,1,0
사미라,360,344,329,40,48,2,8,30,25,13,12,28,32,28,14,2,2,0,0,20,21,12,12,0,0,8,9,10,8,14,2,9,17,1,1,9,14,29,26,21,10,7,7,2,0,0,2,8,4,12,11,17,10,0,4,12,3,7,9,0,4,26,22,3,6,16,17,4,1,14,19,15,19,2,2,11,9,18,20,40,43,5,1,19,17,10,6,6,4,17,23,2,0,3,2,1,1,18,13,3,10,8,11,6,13,96,89,20,17,11,9,12,9,1,2,13,11,0,1,3,4,16,8,5,4,20,30,6,2,1,1,13,8,40,37,14,14,6,6,3,2,7,6,19,24,7,5,1,0,1,1,34,34,5,5,20,20,4,4,5,3,3,1,1,0,1,1,30,25,2,1,30,22,9,17,1,2,10,6,7,9,5,5,7,11,8,5,6,11,31,28,10,8,8,6,16,12,3,4,11,3,11,12,6,14,21,15,14,6,6,6,14,18,8,6,-1,-1,15,13,7,1,2,1,29,22,6,7,6,4,0,0,1,1,3,3,11,5,0,0,0,1,3,4,5,6,39,44,22,14,4,0,29,29,13,7,7,10,1,2,15,27,17,20,1,2,1,11,6,4,3,6,9,9,2,0,12,26,15,9,1,1,1,2,7,13,9,14,23,29,13,23,8,8,0,1,2,1,3,4,1,3,4,4,18,8,25,14,0,1,15,8,13,7,9,3,2,1,1,1,2,1,24,23,5,3
세주아니,113,268,268,24,35,4,8,13,18,12,11,9,17,18,26,3,2,0,0,20,13,11,9,0,0,8,6,7,7,6,12,13,9,1,4,11,4,22,26,13,10,6,4,1,0,0,2,6,6,5,8,7,15,0,2,6,6,5,5,0,3,30,22,4,6,13,17,1,3,12,14,17,11,1,1,11,7,19,16,33,39,4,2,17,19,7,3,2,2,16,9,3,0,3,1,1,4,8,10,4,2,6,13,6,7,43,47,17,23,15,16,7,13,0,2,9,5,0,1,4,2,8,6,0,3,18,22,2,4,0,0,8,7,28,26,5,11,6,1,4,0,5,4,13,12,4,7,0,1,0,0,17,29,3,3,25,17,2,1,3,6,5,4,0,2,1,0,32,21,0,0,28,27,7,1,0,2,7,3,7,8,3,0,23,12,5,3,7,8,11,13,9,7,4,2,20,17,2,4,6,7,10,13,10,11,24,22,7,8,5,6,12,13,3,4,13,15,-1,-1,3,1,2,2,19,20,4,5,5,8,0,0,2,2,2,2,7,10,1,0,0,0,3,5,6,4,31,42,18,11,3,2,28,16,9,8,3,7,1,1,16,20,17,13,5,4,5,3,7,3,4,3,3,3,1,0,16,22,4,2,1,2,5,0,10,8,5,7,22,16,14,24,5,7,0,3,0,3,3,6,2,3,2,0,9,8,22,16,1,1,11,12,10,4,10,9,1,1,1,0,0,0,22,12,3,1
세나,235,52,52,6,5,3,1,8,5,0,0,1,4,3,4,0,0,0,0,6,2,2,3,0,0,2,0,4,0,2,1,4,0,1,0,0,0,4,4,3,5,0,1,0,0,0,0,1,0,2,4,2,1,0,1,2,2,1,4,0,0,5,4,2,0,4,2,0,2,4,3,3,1,0,0,1,2,2,4,5,10,0,0,5,2,3,3,1,0,2,3,1,0,0,0,0,0,1,5,1,1,3,4,1,0,6,6,3,3,2,4,1,0,0,1,0,1,0,0,1,0,3,2,1,1,2,4,1,0,0,1,0,0,5,5,3,1,1,0,0,0,2,1,4,3,3,1,0,0,0,0,5,4,1,2,4,6,0,0,0,0,2,2,0,0,1,0,2,7,0,0,2,4,2,0,0,1,0,1,0,1,1,1,5,1,2,0,0,2,1,5,2,3,1,0,2,0,0,1,0,0,1,6,2,0,5,4,0,1,1,0,2,4,0,2,1,7,1,3,-1,-1,1,0,1,5,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,6,8,1,0,2,1,3,5,3,0,0,3,1,2,3,1,5,3,0,1,2,0,1,1,2,0,0,1,0,1,2,3,0,3,1,0,0,0,0,1,2,2,5,2,3,2,0,1,0,0,3,0,0,0,0,1,0,0,3,2,5,2,1,0,7,4,2,1,2,0,0,0,0,0,2,0,0,4,0,1
세라핀,147,51,36,8,4,0,1,2,3,4,1,2,1,1,5,0,0,0,0,5,1,6,0,0,0,3,1,2,0,5,0,0,1,0,0,0,0,3,1,1,1,2,0,0,0,0,0,1,1,1,1,3,5,0,0,1,2,0,0,1,0,3,2,1,1,1,2,0,0,4,2,2,0,1,0,2,0,5,3,5,8,0,0,3,2,2,2,0,0,0,3,1,0,0,0,1,0,3,4,0,2,3,1,0,1,9,8,4,3,3,3,4,0,0,0,0,0,1,0,0,1,3,2,0,0,3,2,1,0,0,0,1,0,4,5,1,2,0,0,0,1,1,0,2,2,2,1,1,1,0,0,9,3,3,2,5,4,0,0,0,0,2,0,1,2,0,0,4,4,0,0,6,3,0,0,0,0,0,2,0,4,0,1,3,1,0,1,1,2,1,2,1,0,0,0,3,3,1,0,1,1,1,2,2,2,4,3,1,0,0,1,0,1,0,0,1,2,2,2,0,1,-1,-1,2,2,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,5,3,5,0,1,1,3,2,2,1,1,0,1,0,5,1,3,2,0,0,0,0,1,1,0,0,1,2,0,0,1,1,1,1,1,0,0,0,3,2,0,0,2,2,3,3,2,1,0,0,0,0,1,1,2,1,1,0,3,1,4,3,0,0,6,1,2,0,1,1,0,0,0,0,2,0,3,2,0,0
세트,875,383,395,54,59,9,5,40,36,13,12,16,24,34,27,1,2,1,1,40,26,19,23,0,0,8,15,8,7,14,18,17,20,2,4,10,8,33,28,17,17,10,8,3,0,1,0,10,8,9,11,11,18,5,3,11,8,10,9,2,1,31,30,8,7,18,16,1,2,24,21,19,15,2,2,19,12,15,16,58,51,6,1,20,22,6,11,3,2,23,28,1,1,4,1,3,1,10,20,5,9,18,17,11,18,63,82,26,16,22,13,11,11,1,1,7,8,0,1,2,6,18,16,4,6,25,28,5,5,2,2,7,5,42,48,17,18,10,6,2,2,5,2,19,23,11,11,1,1,1,2,31,39,7,3,31,22,2,2,6,7,7,6,0,0,0,0,45,44,3,1,29,44,6,7,3,0,13,9,6,9,5,5,16,18,10,6,10,12,18,24,8,7,3,2,18,19,5,4,4,6,14,26,17,14,31,30,13,6,7,11,18,19,9,5,22,29,20,19,5,1,2,2,-1,-1,6,4,8,13,0,1,0,1,4,2,11,11,2,0,1,0,6,12,7,6,37,47,20,16,2,1,24,28,14,16,2,5,1,4,26,30,9,13,5,2,0,3,10,4,5,8,4,2,2,0,23,25,9,6,3,2,3,3,8,8,12,15,32,24,22,39,13,8,2,1,3,5,8,8,2,2,0,3,9,20,33,36,1,2,7,9,9,10,14,14,1,3,3,0,2,2,28,28,4,1
샤코,35,87,76,12,11,2,2,9,11,1,3,4,4,4,2,1,0,0,0,5,3,4,1,0,0,4,2,4,3,3,3,4,4,2,1,2,2,6,5,7,1,7,1,0,1,0,0,1,0,1,0,3,1,0,1,2,2,3,3,0,0,7,8,1,1,3,3,0,0,3,8,5,3,0,1,2,1,5,4,1,2,1,0,8,3,0,4,0,1,7,7,0,1,0,0,1,1,4,7,2,0,0,4,1,0,23,18,6,5,6,4,2,1,0,0,2,1,0,0,4,3,1,1,1,2,8,3,3,0,0,0,3,4,12,13,5,1,1,3,1,0,4,0,2,4,1,3,0,0,0,0,4,7,1,1,2,7,0,0,1,0,2,0,0,0,1,0,9,12,3,0,9,14,3,3,1,0,2,1,2,1,2,1,3,3,2,2,0,1,8,3,3,2,1,0,7,3,2,1,6,2,2,5,4,1,4,9,2,5,0,1,8,3,3,1,7,6,5,4,0,2,1,2,4,6,-1,-1,1,3,0,1,2,0,3,1,1,0,0,0,0,0,1,1,0,2,7,11,7,3,0,0,3,6,2,2,0,1,0,0,7,4,2,0,0,0,1,0,2,4,3,2,0,1,0,2,4,1,1,1,0,1,0,1,2,1,1,3,6,4,4,1,2,2,1,0,1,0,0,5,0,2,1,0,4,1,5,4,0,0,1,4,5,0,6,2,1,0,1,1,2,0,4,1,0,0
